,Index,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,weekday,month,year,is_weekday,is_night,distance_km
77254,43786204,8.1,-73.978229,40.786403,-73.967857,40.766875,1,7,0,2,2009,0,0,2.3404697705078132
77255,32335307,11.0,-73.986005,40.726515,-73.997823,40.741155,1,0,5,10,2012,1,1,1.9082910344182318
77256,51119276,7.0,-73.981738,40.780212,-73.968305,40.799278,2,17,0,3,2013,0,0,2.4028064805876945
77257,41757249,7.0,-73.97999572753906,40.76526641845703,-73.99717712402342,40.75625228881836,1,21,3,3,2015,0,0,1.7603129532716038
77258,36469923,5.3,-73.97116899999999,40.763234,-73.960565,40.781297,1,10,6,8,2010,1,0,2.1980662459854834
77259,46012875,7.3,-73.965917,40.789837,-73.948092,40.804757,5,19,1,7,2012,0,0,2.2369093728337117
77260,15602075,7.7,-73.989299,40.743272,-73.975696,40.76407,2,14,5,9,2011,1,0,2.580923413719559
77261,52724323,13.5,-73.969966,40.764464,-73.966796,40.805040000000005,2,16,5,9,2014,1,0,4.519732316470226
77262,34327278,3.7,-73.980284,40.78543,-73.976375,40.793215,2,18,2,12,2009,0,0,0.9260960589149098
77263,29966085,4.9,-73.982022,40.770735,-73.987758,40.779475,1,20,1,5,2009,0,0,1.0852521112089835
77264,24666165,6.5,-73.970778,40.761759000000005,-73.971819,40.744853000000006,1,1,1,3,2011,0,1,1.8819054073925878
77265,25631882,8.5,-73.986513,40.721851,-74.00876099999999,40.732254,1,1,4,12,2012,0,1,2.2029117639037863
77266,2702190,5.5,-73.97298,40.764027,-73.966531,40.772499,2,23,3,3,2013,0,1,1.0873825723388113
77267,51740308,4.1,-73.962518,40.799866,-73.962518,40.799866,1,13,6,1,2011,1,0,0.0
77268,44249214,9.3,-73.967457,40.767933,-73.944069,40.775922,1,13,3,6,2010,0,0,2.1605666498667166
77269,53674248,5.3,-73.959618,40.762585,-73.956092,40.776002000000005,2,7,0,12,2011,0,0,1.5211649639189382
77270,17997818,7.5,0.0,0.0,0.0,0.0,1,21,0,8,2013,0,0,0.0
77271,18659054,8.1,-73.982447,40.765573,-73.991742,40.749655,5,10,5,5,2009,1,0,1.9354147838145543
77272,13603534,8.5,-73.98261600000001,40.746075,-73.990779,40.755808,1,11,3,2,2014,0,0,1.282227933756654
77273,16361468,9.5,-73.966065,40.765337,-73.971057,40.765072,1,17,1,5,2014,0,0,0.42144822867267867
77274,36577976,19.0,-74.005099,40.74134,-73.985563,40.750153000000005,1,10,4,12,2014,0,0,1.915429871845104
77275,11958861,5.7,-73.984932,40.755568,-73.984827,40.739538,1,22,0,8,2010,0,1,1.7824766208061296
77276,24900633,9.3,-73.980275,40.730332,-73.97888,40.752682,3,8,3,5,2012,0,0,2.4879839818342355
77277,31295223,5.7,-73.99170600000001,40.730882,-74.001678,40.737471,1,20,3,1,2011,0,0,1.1147900849575567
77278,21228232,17.0,-73.98341369628906,40.77118682861328,-73.9946060180664,40.75051498413085,1,17,4,5,2015,0,0,2.484388361777643
77279,53329970,14.0,-73.955425,40.804587,-73.98586999999999,40.760497,3,13,3,11,2012,0,0,5.532278315473476
77280,34323836,7.3,-73.980715,40.754287,-73.980698,40.74243,2,0,6,9,2011,1,1,1.3184390229730132
77281,5750586,16.5,-74.00470200000001,40.74066,-73.952157,40.781265000000005,2,0,6,1,2014,1,1,6.3222711046654965
77282,52804494,9.5,-73.99866800000001,40.719772,-74.00654499999999,40.738719,1,18,5,4,2013,1,0,2.208892674680826
77283,26652527,5.7,-74.006519,40.726845,-74.005705,40.740234,1,21,5,1,2011,1,0,1.4903678655868124
77284,26132590,10.5,-73.982137,40.721175,-73.971793,40.757887,2,15,6,5,2012,1,0,4.174176860964596
77285,33419997,6.0,-73.973275,40.759399,-73.978536,40.75073,1,9,4,2,2014,0,0,1.0609286500886181
77286,30862160,9.3,-73.980918,40.721832,-74.004992,40.708635,1,22,4,6,2009,0,1,2.5040330658147214
77287,39882837,16.1,-73.988988,40.756653,-73.956563,40.81778,1,8,3,5,2012,0,0,7.324721971320444
77288,3665933,7.0,-74.01478900000001,40.705065000000005,-74.01501999999999,40.715599,3,14,4,7,2014,0,0,1.1714891701981018
77289,32240998,10.1,-73.99329,40.729697,-73.98384200000001,40.757540000000006,2,16,4,11,2010,0,0,3.196678955170224
77290,33744453,7.5,-73.9936294555664,40.72734832763672,-73.97663116455078,40.73947525024415,1,9,1,4,2015,0,0,1.9671450936251496
77291,17209691,5.5,-73.9573745727539,40.71857833862305,-73.95710754394531,40.73065185546875,1,1,2,2,2015,0,1,1.3427023924059402
77292,37540448,12.9,-73.99231999999999,40.728738,-73.982037,40.763051,1,10,2,3,2011,0,0,3.9125356511558294
77293,34096874,5.0,-73.975193,40.75,-73.98048,40.74858,1,8,2,2,2013,0,0,0.47252923086540316
77294,22578810,8.0,-73.95321700000001,40.772679,-73.937403,40.792151,1,17,6,5,2013,1,0,2.5418255873323696
77295,40292907,5.3,-73.970737,40.74754,-73.977765,40.755102,1,7,2,6,2011,0,0,1.0283545166120522
77296,52205467,13.3,-73.985119,40.755164,-73.988783,40.711317,1,9,0,2,2012,0,0,4.885328446635669
77297,29772936,6.5,-73.95446014404298,40.77396011352539,-73.96996307373048,40.75794219970703,1,3,2,6,2015,0,1,2.2083886700296556
77298,5678613,5.3,-73.991227,40.750238,-73.983808,40.738278,2,6,3,7,2009,0,0,1.4694386033422588
77299,40793349,8.0,-73.99059295654298,40.75556945800781,-73.99169921875,40.74448013305664,5,21,3,4,2015,0,0,1.2365929807039346
77300,13158065,6.9,-73.984902,40.763752,-73.975539,40.750498,1,20,4,1,2012,0,0,1.6715135991085666
77301,33239061,8.5,-73.966101,40.762555,-73.970512,40.788187,1,22,2,12,2011,0,1,2.874248663687934
77302,35011711,6.5,-73.9855728149414,40.74402618408203,-73.97779846191406,40.75266647338867,1,13,4,3,2015,0,0,1.1627366369674694
77303,34417142,6.5,-73.992622,40.748227,-73.97763499999999,40.758553000000006,1,16,5,3,2009,1,0,1.7064634538130354
77304,37475690,4.5,-73.959227,40.763297,-73.9576,40.772665,1,12,6,9,2011,1,0,1.0506467409935305
77305,34725552,5.3,-73.95442800000001,40.787407,-73.98141,40.752642,1,14,3,9,2010,0,0,4.484027483476892
77306,52618132,27.07,-73.992101,40.749046,-73.870592,40.773922,1,5,4,11,2009,0,1,10.601062490559412
77307,38712183,6.1,-73.98193,40.768837,-73.975425,40.787098,5,20,3,12,2011,0,0,2.1031087626846854
77308,20070726,3.7,-73.97224,40.753625,-73.965642,40.755232,5,16,2,7,2010,0,0,0.5837814269319082
77309,12126469,9.3,-73.997466,40.722529,-73.996078,40.691044,1,23,3,6,2010,0,1,3.5029266624721265
77310,54792889,28.83,-73.873064,40.774233,-73.952888,40.768073,1,15,6,6,2014,1,0,6.756833033994865
77311,55125997,6.5,-74.00679699999999,40.748823,-73.984603,40.736905,1,22,2,3,2009,0,1,2.2917749697632885
77312,41484511,36.0,-73.972975,40.677998,-73.78826,40.647422,1,12,0,12,2013,0,0,15.946956896427011
77313,54696414,10.5,-73.956162,40.767372,-73.971863,40.759883,3,8,0,7,2014,0,0,1.562701867417631
77314,37078656,7.7,-73.97931700000001,40.761532,-73.95224,40.788927,1,2,2,9,2010,0,1,3.8049677385374663
77315,37100731,17.0,-73.968463,40.754842,-74.011147,40.70239,1,17,0,11,2012,0,0,6.852256148617596
77316,32947793,12.9,-73.96252,40.773373,-73.923673,40.741662,2,12,4,11,2009,0,0,4.810340745831392
77317,40692964,6.1,-73.97565999999999,40.758285,-73.980008,40.763533,3,17,0,4,2010,0,0,0.688939143349146
77318,36189368,4.9,-73.962198,40.770619,-73.96526899999999,40.763486,1,15,6,2,2011,1,0,0.8342542049221734
77319,18257797,9.7,-73.972255,40.763354,-73.979473,40.784443,1,13,3,5,2010,0,0,2.422479381460327
77320,4144754,8.5,-73.988425,40.739477,-73.992085,40.719618,4,0,4,7,2010,0,1,2.229652120402062
77321,44751859,10.2,-73.946201,40.773417,-73.98205300000001,40.748055,1,22,5,3,2009,1,1,4.131711299421074
77322,1309741,16.1,-74.007688,40.73234,-73.962439,40.804953000000005,1,6,4,8,2012,0,0,8.928226976505673
77323,45368601,7.3,-73.999463,40.733694,-73.97896,40.7476,1,18,5,11,2011,1,0,2.318350877471714
77324,55296732,14.5,-74.004818,40.74072,-73.963573,40.76538,5,4,6,9,2012,1,1,4.425954753434367
77325,798251,16.1,-74.01055799999999,40.710538,-73.975143,40.765178000000006,3,19,3,9,2009,0,0,6.768836526221916
77326,54457083,5.0,-73.960437,40.775107,-73.968198,40.765002,1,11,6,1,2014,1,0,1.2998788898684932
77327,28057062,10.0,-73.98154,40.752522,-73.981438,40.765946,1,14,3,7,2013,0,0,1.4927054175795136
77328,4490066,38.83,-73.996967,40.74221,-73.864965,40.770492,3,11,4,4,2013,0,0,11.554633604668613
77329,8694885,4.9,-73.9718,40.7588,-73.9784,40.7509,2,11,0,11,2011,0,0,1.0395723173831772
77330,45037095,16.5,-73.991217,40.765403000000006,-73.95233499999999,40.819085,3,19,4,4,2013,0,0,6.807717392806438
77331,32876082,5.5,-73.961712,40.76813,-73.956613,40.779552,1,9,1,7,2013,0,0,1.340684343446438
77332,26281095,6.9,-73.97561,40.759602,-73.9822,40.771017,6,18,0,4,2012,0,0,1.3853225129556865
77333,55064814,11.5,-74.003197,40.734342,-73.985887,40.719412,1,23,4,1,2013,0,1,2.2099192408099784
77334,38864915,7.3,-73.955686,40.785153,-73.95465,40.769568,2,13,0,4,2010,0,0,1.7351671258267825
77335,9349759,5.3,-73.98865500000001,40.73136,-73.986952,40.72106,2,4,5,5,2009,1,1,1.1542635112577746
77336,21337172,6.5,-74.012963,40.717083,-74.005433,40.738728,1,22,0,5,2010,0,1,2.489049592465846
77337,38969414,35.0,-73.96761322021484,40.76296615600585,-73.91446685791014,40.67842102050781,1,23,2,2,2015,0,1,10.413404638403795
77338,48203674,10.9,-73.971648,40.766383000000005,-73.99611800000001,40.725151,1,22,1,10,2009,0,1,5.026902011527998
77339,4426946,5.7,-73.991067,40.730189,-73.999576,40.728377,1,13,5,2,2011,1,0,0.7447711624635046
77340,36829684,2.5,-73.98635,40.756827,-73.986547,40.756692,1,9,2,11,2014,0,0,0.022375651899676472
77341,311249,8.9,-74.017131,40.705075,-73.997913,40.721187,3,0,6,10,2011,1,1,2.4152415131758125
77342,48983506,18.1,-73.966755,40.767429,-74.00271500000001,40.717851,1,11,1,8,2011,0,0,6.290401056319385
77343,19754057,28.1,-73.982312,40.75777,-73.865193,40.77064,5,14,2,4,2011,0,0,9.966963131486725
77344,19596847,11.0,-73.97283,40.759034,-73.99929300000001,40.733968,1,20,2,1,2013,0,0,3.569074065466522
77345,27462180,10.0,-74.00336800000001,40.74353,-73.98435400000001,40.75601,1,23,3,11,2013,0,1,2.119238959353962
77346,9658904,15.5,-73.96911999999999,40.758922,-73.977987,40.783107,1,13,4,3,2014,0,0,2.7909886851937733
77347,46874999,32.27,-73.86541,40.770857,-73.979202,40.78099,3,0,6,11,2009,1,1,9.647821555613769
77348,27042457,6.1,-73.989603,40.700787,-74.005433,40.71394,1,16,4,3,2010,0,0,1.979769263936391
77349,1507126,4.5,-74.00797299999999,40.731727,-74.00609200000001,40.739852,1,0,1,11,2011,0,1,0.9172540880906034
77350,31982067,8.5,-74.005418,40.750512,-73.977835,40.742082,1,1,3,7,2013,0,1,2.5055964821745356
77351,12041692,5.3,-73.977985,40.754875,-73.975982,40.762924,1,13,0,8,2011,0,0,0.9107692340476217
77352,23847565,6.1,-73.99623199999999,40.722022,-74.003367,40.72292,5,19,5,4,2012,1,0,0.6095172335678417
77353,55387534,4.1,-73.953715,40.784942,-73.958114,40.775478,1,18,2,12,2011,0,0,1.1156290078497308
77354,35066882,14.1,-74.002238,40.745366,-73.994744,40.70361,1,0,5,10,2009,1,1,4.685805887865259
77355,41075056,17.3,-74.015691,40.71158,-73.978023,40.764476,4,13,6,9,2010,1,0,6.683343030226493
77356,46102398,4.1,-73.962446,40.773124,-73.96581,40.765554,3,15,3,3,2009,0,0,0.8881385442910612
77357,40429142,42.25,-73.776701,40.6453,-73.853465,40.575187,2,17,6,9,2014,1,0,10.137597380508483
77358,38081949,9.0,-73.981623,40.763307,-74.00156899999999,40.750735,4,23,5,1,2009,1,1,2.1855698302052686
77359,44195636,7.5,-73.971876,40.7461,-73.97140300000001,40.7582,1,14,3,7,2013,0,0,1.3460484173361693
77360,308335,12.9,-73.94682399999999,40.799941,-73.961897,40.761205,1,20,3,12,2011,0,0,4.490329032365214
77361,40430551,7.0,-73.99552154541014,40.75456619262695,-73.99198913574219,40.75280380249024,3,2,5,2,2015,1,1,0.35628147528536386
77362,22102984,4.5,-73.98205,40.771154,-73.979787,40.781304,1,22,0,6,2012,0,1,1.144601731466632
77363,45062081,57.33,-73.781293,40.644845,-73.921563,40.86814,1,15,6,8,2014,1,0,27.49694837170273
77364,14411635,5.5,-73.994365,40.750082,-73.981905,40.749647,6,7,4,9,2014,0,0,1.0507138747895461
77365,7851543,5.5,-74.016038,40.715245,-74.01715,40.705212,1,20,1,7,2013,0,0,1.1195490228504463
77366,51684671,6.1,-73.987863,40.728562,-74.00328499999999,40.72873,1,16,3,2,2012,0,0,1.2996602797336496
77367,33114166,2.5,-74.004297,40.747655,-74.00397199999999,40.747902,3,14,0,1,2013,0,0,0.03878005523283419
77368,54188058,3.7,-73.98648299999999,40.771835,-73.982488,40.777263,2,12,6,1,2011,1,0,0.6909845805369449
77369,7202059,7.3,-74.004929,40.741891,-73.99074,40.752717,1,15,2,12,2010,0,0,1.6964227240992262
77370,37105477,13.3,-73.99302800000001,40.720185,-73.98366,40.771172,1,20,0,3,2009,0,0,5.724159143290766
77371,14160532,7.3,-73.969673,40.768715,-73.986322,40.765628,1,13,3,6,2011,0,0,1.4435122660831354
77372,38520874,23.5,-73.956538,40.780971,-73.946177,40.773733,4,7,0,4,2014,0,0,1.1869599316886832
77373,4771255,17.5,-73.96110534667969,40.77189254760742,-73.99180603027344,40.73115921020508,1,13,4,6,2015,0,0,5.215626933342253
77374,14200943,8.1,-73.970742,40.74858,-73.992503,40.734192,5,22,4,1,2010,0,1,2.433244881290721
77375,32465896,6.0,-73.96883299999999,40.757767,-73.958607,40.772677,5,7,3,6,2014,0,0,1.8682549664413561
77376,39968390,12.0,-73.98490905761719,40.7217025756836,-73.97513580322266,40.75114822387695,1,8,6,6,2015,1,0,3.3761642689925804
77377,33635081,4.9,-73.975319,40.758349,-73.98208000000001,40.752528000000005,1,12,6,8,2009,1,0,0.8621270236486893
77378,39790921,4.9,-73.94896999999999,40.766503,-73.954335,40.76575,2,23,0,2,2012,0,1,0.45951664425866656
77379,41157693,10.5,-73.961138,40.801687,-73.98639,40.76685,1,10,3,10,2009,0,0,4.418788151938572
77380,30906536,17.0,-74.011608,40.704147,-73.973644,40.752212,2,16,5,8,2014,1,0,6.2288375023798155
77381,12006276,11.5,-73.97137451171875,40.79545974731445,-73.9465560913086,40.777587890625,1,21,1,2,2015,0,0,2.8836036354545413
77382,48128620,4.1,-73.981575,40.771138,-73.97776400000001,40.778003000000005,2,16,2,4,2011,0,0,0.8280647926120923
77383,45388857,9.0,-73.977117,40.759552,-74.001613,40.746677000000005,5,19,2,9,2012,0,0,2.5113988530863764
77384,12559429,6.9,-74.000031,40.743264,-73.97977900000001,40.756397,1,8,2,10,2010,0,0,2.245642512887277
77385,31076933,7.0,-73.99969,40.731112,-73.983352,40.738375,3,1,4,10,2013,0,1,1.5960016048859997
77386,50700443,6.5,-73.954376,40.784064,-73.96720400000001,40.78788,2,17,3,6,2010,0,0,1.160376672785047
77387,47442402,10.5,-73.991491,40.727296,-73.980659,40.760696,1,6,0,9,2012,0,0,3.824377580243565
77388,46453600,12.5,-73.98935999999999,40.741792,-73.983815,40.692125,1,21,1,4,2012,0,0,5.542455635483768
77389,25169068,9.3,-73.98184,40.778247,-73.992285,40.748945,2,15,6,2,2012,1,0,3.37489601934713
77390,51234659,9.0,-73.95790699999999,40.784661,-73.978821,40.764071,2,18,6,5,2013,1,0,2.888473922502114
77391,34395962,6.1,-73.981718,40.74996,-73.978285,40.761553,1,9,1,3,2012,0,0,1.321116583942785
77392,24489090,15.0,0.0,0.0,0.0,0.0,1,13,5,3,2013,1,0,0.0
77393,35176140,10.0,-74.006935,40.74352,-73.99640500000001,40.726859000000005,1,16,2,11,2014,0,0,2.0541057057035057
77394,5403374,26.0,-73.984952,40.736525,-73.996818,40.69543,1,18,6,5,2013,1,0,4.67771113970856
77395,47434411,11.0,-73.991153,40.733552,-73.989407,40.757667,1,19,0,4,2014,0,0,2.685496787658866
77396,1159993,12.1,-73.987402,40.775972,-74.00735300000001,40.726882,1,3,0,8,2011,0,1,5.711412055820268
77397,42094271,15.3,-73.952205,40.781338,-73.98609,40.740818,1,18,2,6,2011,0,0,5.3334217740776015
77398,24173100,16.0,-73.9651641845703,40.76653671264648,-74.0045394897461,40.74065399169922,1,20,5,2,2015,1,0,4.391297600163065
77399,4781747,4.1,-74.005413,40.709708,-74.00880500000001,40.713408,4,21,1,8,2010,0,0,0.5010042714724263
77400,45516536,6.5,-73.98201800000001,40.775217,-73.986913,40.760127,1,13,6,1,2010,1,0,1.7278279609501193
77401,30817248,6.1,-73.950625,40.784891,-73.965147,40.769483,1,9,3,2,2009,0,0,2.104897874082242
77402,9761866,6.1,-73.96064,40.7694,-73.978023,40.762393,1,7,2,4,2011,0,0,1.6583751753773657
77403,13609150,8.5,-74.014383,40.702849,-74.00105500000001,40.71892,2,14,2,5,2011,0,0,2.110779826691728
77404,83348,4.5,-74.007767,40.731777,-74.00124699999999,40.731912,1,13,1,3,2014,0,0,0.5495827151966057
77405,54955922,4.1,-73.90293,40.770676,-73.911115,40.775916,1,6,0,8,2010,0,0,0.9025231219939334
77406,39762216,14.5,-73.99386700000001,40.751237,-73.978527,40.783187,4,19,2,11,2014,0,0,3.780269869097608
77407,33963217,9.3,-73.95827,40.772873,-73.985313,40.756687,5,13,5,6,2010,1,0,2.902826981339628
77408,21315682,6.5,-73.99499399999999,40.745195,-73.991007,40.73156,1,7,3,10,2011,0,0,1.5529091094610716
77409,34549676,7.3,-74.005999,40.739989,-73.990953,40.742922,1,11,4,5,2009,0,0,1.3088811396702682
77410,21387762,4.5,-73.995187,40.74427,-74.005647,40.745692,2,8,3,8,2012,0,0,0.8952634584665664
77411,37925040,4.9,-73.968835,40.764617,-73.960912,40.774952,5,9,2,11,2011,0,0,1.328847013362263
77412,18810149,4.1,-73.956935,40.78621,-73.957155,40.780488,5,19,4,10,2009,0,0,0.6365269358185881
77413,29985814,10.0,-73.98228,40.769377,-73.97975500000001,40.752617,1,18,3,5,2013,0,0,1.8757216081246975
77414,18154423,5.5,-73.98023223876955,40.765449523925774,-73.98998260498048,40.76641082763672,3,15,6,5,2015,1,0,0.82807658384092
77415,54236692,8.0,0.0,0.0,0.0,0.0,1,0,5,3,2013,1,1,0.0
77416,28649432,11.3,-73.964087,40.808007,-73.97953299999999,40.771345,5,19,6,4,2012,1,0,4.278997466900533
77417,48275887,6.1,-73.794134,40.657375,-74.002415,40.739672,1,15,4,6,2011,0,0,19.800147490938144
77418,51011237,8.0,-73.97365400000001,40.74726,-73.969297,40.761012,1,12,3,1,2014,0,0,1.5725763453022463
77419,46336010,34.5,-73.9482192993164,40.77406311035156,-73.97811889648438,40.6684799194336,1,15,6,1,2015,1,0,12.007670167217842
77420,34295148,7.7,-73.972925,40.765262,-73.962194,40.779363,1,11,3,1,2012,0,0,1.809717416438573
77421,48840468,5.7,0.0,0.0,0.0,0.0,1,17,3,3,2011,0,0,0.0
77422,17012290,11.7,-74.005622,40.75113,-74.002762,40.722073,5,16,4,7,2010,0,0,3.2399642042408177
77423,12456039,10.5,-73.988782,40.758507,-73.991291,40.750064,4,17,6,11,2014,1,0,0.962312014261869
77424,1623673,6.5,-74.000472,40.761787,-73.9914,40.751322,1,22,3,1,2013,0,1,1.3921140733826485
77425,42712804,6.5,-73.981688,40.773379,-73.973248,40.763989,1,10,3,10,2013,0,0,1.2630805075068854
77426,28306453,11.5,-74.002625,40.716312,-73.978385,40.729577,1,0,4,1,2013,0,1,2.519609709113097
77427,29974924,7.0,-73.952842,40.772192,-73.959932,40.758542,1,8,0,8,2013,0,0,1.631037658812821
77428,24620619,10.5,-73.995446,40.76473,-73.977725,40.745412,3,23,4,6,2014,0,1,2.615760212942864
77429,30351246,10.5,-73.984123,40.753235,-74.002707,40.760522,3,13,6,9,2012,1,0,1.7625921350069078
77430,46321078,8.9,0.0,0.0,0.0,0.0,1,23,4,12,2011,0,1,0.0
77431,51971620,4.5,-73.998132,40.745303,-73.99322,40.752243,1,16,0,11,2010,0,0,0.8756283599476828
77432,37637430,7.0,-73.966662,40.763392,-73.95864300000001,40.773382,1,13,2,9,2013,0,0,1.300002635898101
77433,19873758,3.3,-73.984245,40.743367,-73.98076,40.742022,1,11,1,5,2012,0,0,0.3294966355780281
77434,13373067,7.3,-73.96795,40.76261,-73.94839,40.77831,5,14,1,1,2012,0,0,2.4001808917401393
77435,241296,8.5,-73.96110300000001,40.769173,-73.98517,40.763458,1,21,0,11,2009,0,0,2.124130034797748
77436,47031263,4.1,-73.97509000000001,40.761997,-73.98118199999999,40.762052,1,19,1,11,2009,0,0,0.5131177733243
77437,28152049,8.1,-73.975128,40.759387,-73.99141999999999,40.749968,1,10,5,10,2009,1,0,1.7263069902036459
77438,49133680,10.0,-73.95820400000001,40.733517,-73.946974,40.709788,1,23,1,1,2014,0,1,2.8031355086711316
77439,37213835,5.7,-73.976591,40.788475,-73.990266,40.773198,1,23,5,5,2011,1,1,2.0521733505899062
77440,9607085,8.5,-73.994077,40.72751,-73.975185,40.745912,1,2,6,5,2014,1,1,2.5924077182882934
77441,22568188,9.7,-73.968108,40.762464,-74.00161899999999,40.737359000000005,1,13,6,7,2011,1,0,3.9700642274681073
77442,23396811,4.5,-73.985486,40.7608,-73.97729100000001,40.753219,1,7,4,1,2010,0,0,1.089515907621983
77443,52961693,8.0,-73.98844,40.747435,-73.974223,40.73714,1,2,6,10,2012,1,1,1.6568168089859425
77444,20339228,35.33,-73.96082,40.771567,-73.86491,40.77044,5,13,2,4,2014,0,0,8.07762664362859
77445,15226828,4.1,0.0,0.0,0.0,0.0,1,12,5,10,2010,1,0,0.0
77446,25794658,7.3,-74.006518,40.742972,-73.98631800000001,40.746705,3,2,5,3,2011,1,1,1.7516208876741661
77447,44472430,25.85,-73.870948,40.773735,-73.956988,40.786242,5,15,1,2,2009,0,0,7.376793158681789
77448,20179884,10.5,-73.955215,40.773665,-73.97300200000001,40.74764,1,7,2,4,2011,0,0,3.2586240005275156
77449,19591208,10.1,-73.97421999999999,40.791562,-73.962313,40.76859,1,16,2,8,2011,0,0,2.744072391714412
77450,49027547,17.0,0.0,0.0,0.0,0.0,4,12,5,5,2015,1,0,0.0
77451,49426514,21.5,-74.00426,40.7254,-73.98892,40.77506,1,21,2,12,2014,0,0,5.6711193513890175
77452,28455607,5.3,-73.996747,40.742642,-73.99975,40.753698,1,9,4,5,2009,0,0,1.2551287049133841
77453,31539124,14.5,-73.95475,40.76952,-73.96126,40.80196,1,14,2,8,2014,0,0,3.648565624937959
77454,50965238,12.9,-73.995007,40.728758,-73.967303,40.761076,1,9,1,8,2011,0,0,4.284972570531142
77455,49610770,11.5,-73.97794,40.745367,-73.94957,40.773589,1,22,1,12,2014,0,1,3.944303218499069
77456,10124552,57.33,-73.928628,40.864188,-73.928555,40.864128,1,14,4,11,2013,0,0,0.009066195018427165
77457,36824701,4.5,-73.956643,40.780612,-73.950119,40.785519,1,14,3,8,2013,0,0,0.7742330858485738
77458,5280581,5.5,-73.973683,40.7633,-73.980267,40.754177,1,15,1,11,2014,0,0,1.15611080737716
77459,34808770,8.0,-73.958933,40.780899,-73.97796600000001,40.783076,1,11,5,5,2014,1,0,1.6206987301527198
77460,29377230,52.0,-73.97944641113281,40.76028442382813,-73.78302764892578,40.64891052246094,1,11,1,5,2015,0,0,20.676211420246258
77461,48292689,9.3,-73.996387,40.725737,-74.006058,40.75427,1,20,0,4,2012,0,0,3.275675944442149
77462,44139765,16.5,-73.99440002441406,40.75102233886719,-73.98054504394531,40.785831451416016,6,10,3,2,2015,0,0,4.042635682292828
77463,44729340,9.0,-73.991461,40.734847,-73.980455,40.750192,1,8,1,3,2014,0,0,1.9419451720428076
77464,29917051,12.0,-73.969832,40.799712,-73.960225,40.773042,1,18,5,11,2013,1,0,3.0738894863699158
77465,50870032,5.7,-73.98805,40.754143,-73.97788299999999,40.766053,1,8,3,4,2009,0,0,1.5770616112047218
77466,12591560,9.0,-73.966655,40.75738,-73.984665,40.748218,1,8,2,8,2014,0,0,1.8273841978068948
77467,39073760,2.9,-73.991289,40.739505,-73.994357,40.734936,1,14,3,11,2009,0,0,0.5700276063292355
77468,49957649,15.5,-73.99438599999999,40.746009,-73.947709,40.779358,1,19,0,2,2013,0,0,5.404198251726195
77469,50668772,6.5,-73.962681,40.770887,-73.975045,40.785181,1,20,1,12,2009,0,0,1.900022964062066
77470,43354626,23.5,-74.00772857666014,40.723445892333984,-73.9654769897461,40.76941299438477,1,10,1,3,2015,0,0,6.2285210896303145
77471,13762934,10.1,-73.980098,40.75427,-74.009752,40.725983,5,15,0,9,2009,0,0,4.016850934660268
77472,54175962,13.0,-73.98458199999999,40.753993,-74.002696,40.730483,1,11,2,12,2013,0,0,3.027019073685517
77473,32683080,6.5,-73.99225200000001,40.730787,-74.00549699999999,40.718115,2,0,6,4,2010,1,1,1.7975686056270852
77474,55024224,6.5,-73.997803,40.720937,-74.006715,40.733062,4,0,5,10,2013,1,1,1.5432831002320166
77475,42985884,37.5,-73.862811,40.768504,-73.93461500000001,40.663181,1,23,2,2,2014,0,1,13.182540668646144
77476,33709022,4.9,-73.97812900000001,40.762816,-73.978936,40.772091,1,19,1,2,2011,0,0,1.0335697549056795
77477,50823722,8.9,-73.95985,40.766917,-73.988495,40.727567,4,22,6,1,2010,1,1,4.996812216095836
77478,7654374,5.0,-74.004993,40.737339,-73.991161,40.742239,1,20,0,4,2013,0,0,1.2864325243148076
77479,47312751,11.7,-73.959631,40.798682,-73.98249100000001,40.763139,1,13,6,11,2009,1,0,4.395979807426206
77480,916715,52.0,-73.79031372070312,40.6435661315918,-73.98101806640625,40.76422119140625,1,21,6,1,2015,1,0,20.938451148834435
77481,46790616,4.5,-73.99658000000001,40.757825,-73.985065,40.764943,2,21,1,1,2012,0,0,1.2518044659788978
77482,29981370,8.5,-73.99359399999999,40.724636,-74.015118,40.711337,1,7,0,2,2009,0,0,2.3403809775183158
77483,10258839,49.8,-73.899277,40.759142,-73.974068,40.756473,2,10,5,2,2011,1,0,6.306445152844435
77484,2786299,5.0,-73.97881,40.720031,-73.988916,40.723079,1,18,4,2,2013,0,0,0.9166269597987686
77485,14587702,8.1,-73.992915,40.755115,-73.975105,40.750885,5,9,4,11,2010,0,0,1.5722066414785953
77486,36605937,4.5,-73.996267,40.733786,-73.984922,40.728862,4,17,6,12,2009,1,0,1.1016380646050674
77487,40888771,8.5,-74.0037384033203,40.73810958862305,-73.99226379394531,40.730690002441406,1,21,1,6,2015,0,0,1.2709819862607132
77488,40613816,4.9,-73.984217,40.754533,-73.972592,40.753015000000005,1,23,0,9,2011,0,1,0.9936457326043132
77489,6451041,4.5,-73.979076,40.763052,-73.98943100000001,40.752066,1,8,0,6,2009,0,0,1.5009903450850863
77490,40584246,8.5,-74.002375,40.721708,-73.98208699999999,40.740327,5,16,6,7,2011,1,0,2.6848978842134774
77491,49592727,7.5,-73.996498,40.725505,-73.992574,40.738848,1,15,4,10,2012,0,0,1.5200685749652503
